ID@NOMBRE@UBICACION@COSTO@AREA
LO1@FLORENCIA 28@La Florencia@0@28
LO2@FLORENCIA 13@La Florencia@0@13
LO3@CHICOTE 67@FINCA TO KNOW@420000@67

